Club,Elo,Fecha
Osasuna,1653.19152832,2024-01-13
Lyon,1652.92333984,2024-01-13
Union Berlin,1649.65795898,2024-01-13
Burnley,1647.2545166,2024-01-13
Mallorca,1644.63415527,2024-01-13
Udinese,1642.0793457,2024-01-13
Reims,1637.79003906,2024-01-13
Strasbourg,1636.72521973,2024-01-13
Mainz 05,1636.29333496,2024-01-13
Celta Vigo,1636.07165527,2024-01-13
Montpellier,1631.86425781,2024-01-13
Sassuolo,1631.10705566,2024-01-13
Las Palmas,1624.58544922,2024-01-13
Genoa,1623.74206543,2024-01-13
Cádiz,1617.32189941,2024-01-13
Bochum,1617.0567627,2024-01-13
Köln,1615.31018066,2024-01-13
Werder Bremen,1613.53417969,2024-01-13
Alavés,1609.08728027,2024-01-13
Luton Town,1607.40991211,2024-01-13
Augsburg,1605.96484375,2024-01-13
Lecce,1605.00292969,2024-01-13
Toulouse,1595.14404297,2024-01-13
Heidenheim,1594.81359863,2024-01-13
Frosinone,1589.18200684,2024-01-13
Hellas Verona,1583.37805176,2024-01-13
Sheffield Utd,1580.94262695,2024-01-13
Empoli,1580.22375488,2024-01-13
Granada,1574.76989746,2024-01-13
Salernitana,1571.06774902,2024-01-13
Cagliari,1563.56286621,2024-01-13
Clermont Foot,1557.71130371,2024-01-13
Nantes,1553.98034668,2024-01-13
Metz,1553.2175293,2024-01-13
Almería,1550.88806152,2024-01-13
Lorient,1550.74169922,2024-01-13
Le Havre,1548.51293945,2024-01-13
Darmstadt 98,1536.63745117,2024-01-13
Manchester City,2045.65881348,2024-01-14
Real Madrid,1968.71606445,2024-01-14
Bayern Munich,1964.86169434,2024-01-14
Liverpool,1943.99243164,2024-01-14
Inter,1940.27954102,2024-01-14
Arsenal,1910.52770996,2024-01-14
Paris S-G,1873.03369141,2024-01-14
Barcelona,1863.40563965,2024-01-14
Atlético Madrid,1861.97692871,2024-01-14
Leverkusen,1860.61303711,2024-01-14
Aston Villa,1854.12573242,2024-01-14
Juventus,1852.13745117,2024-01-14
Dortmund,1845.26281738,2024-01-14
Tottenham,1837.67590332,2024-01-14
RB Leipzig,1833.24108887,2024-01-14
Milan,1832.49597168,2024-01-14
Brighton,1821.91955566,2024-01-14
Real Sociedad,1814.06481934,2024-01-14
Napoli,1811.75231934,2024-01-14
West Ham,1807.64331055,2024-01-14
Newcastle Utd,1794.07983398,2024-01-14
Girona,1791.61755371,2024-01-14
Manchester Utd,1787.88989258,2024-01-14
Chelsea,1782.65185547,2024-01-14
Athletic Club,1780.42407227,2024-01-14
Atalanta,1769.18994141,2024-01-14
Lazio,1769.00183105,2024-01-14
Roma,1768.58569336,2024-01-14
Lens,1756.61853027,2024-01-14
Fiorentina,1753.38439941,2024-01-14
Brentford,1740.87280273,2024-01-14
Wolves,1738.7824707,2024-01-14
Marseille,1736.01574707,2024-01-14
Betis,1732.55224609,2024-01-14
Bologna,1729.91113281,2024-01-14
Stuttgart,1723.70239258,2024-01-14
Lille,1723.60900879,2024-01-14
Crystal Palace,1723.28771973,2024-01-14
Everton,1721.09387207,2024-01-14
Eint Frankfurt,1719.44665527,2024-01-14
Freiburg,1716.22827148,2024-01-14
Nice,1712.37341309,2024-01-14
Fulham,1712.23754883,2024-01-14
Bournemouth,1711.87463379,2024-01-14
Torino,1707.78710938,2024-01-14
Rennes,1706.15527344,2024-01-14
Monaco,1699.93103027,2024-01-14
Villarreal,1692.3684082,2024-01-14
Valencia,1690.01550293,2024-01-14
Getafe,1677.2467041,2024-01-14
Wolfsburg,1675.50134277,2024-01-14
Nott'ham Forest,1669.92553711,2024-01-14
Sevilla,1669.52185059,2024-01-14
Monza,1665.35949707,2024-01-14
Gladbach,1664.94030762,2024-01-14
Hoffenheim,1662.83703613,2024-01-14
Brest,1662.76196289,2024-01-14
Rayo Vallecano,1655.3704834,2024-01-14
Reims,1653.56140137,2024-01-14
Union Berlin,1653.47363281,2024-01-14
Osasuna,1653.19152832,2024-01-14
Lyon,1652.92333984,2024-01-14
Burnley,1647.2545166,2024-01-14
Mallorca,1642.19702148,2024-01-14
Udinese,1642.0793457,2024-01-14
Las Palmas,1638.79187012,2024-01-14
Celta Vigo,1638.50878906,2024-01-14
Strasbourg,1636.72521973,2024-01-14
Mainz 05,1635.40551758,2024-01-14
Montpellier,1631.86425781,2024-01-14
Sassuolo,1631.10705566,2024-01-14
Genoa,1624.70141602,2024-01-14
Cádiz,1617.32189941,2024-01-14
Bochum,1617.0567627,2024-01-14
Werder Bremen,1613.53417969,2024-01-14
Köln,1612.78308105,2024-01-14
Alavés,1609.08728027,2024-01-14
Luton Town,1607.40991211,2024-01-14
Lecce,1605.00292969,2024-01-14
Augsburg,1602.23962402,2024-01-14
Heidenheim,1597.34069824,2024-01-14
Toulouse,1595.14404297,2024-01-14
Hellas Verona,1590.12731934,2024-01-14
Frosinone,1589.18200684,2024-01-14
Sheffield Utd,1580.94262695,2024-01-14
Empoli,1573.4744873,2024-01-14
Granada,1571.76794434,2024-01-14
Salernitana,1568.87365723,2024-01-14
Cagliari,1563.56286621,2024-01-14
Clermont Foot,1557.71130371,2024-01-14
Nantes,1553.98034668,2024-01-14
Metz,1553.2175293,2024-01-14
Almería,1550.88806152,2024-01-14
Lorient,1550.74169922,2024-01-14
Le Havre,1548.51293945,2024-01-14
Darmstadt 98,1531.80480957,2024-01-14
Manchester City,2045.65881348,2024-01-19
Real Madrid,1968.71606445,2024-01-19
Bayern Munich,1964.86169434,2024-01-19
Liverpool,1943.99243164,2024-01-19
Inter,1940.27954102,2024-01-19
Arsenal,1910.52770996,2024-01-19
Paris S-G,1881.8013916,2024-01-19
Barcelona,1863.40563965,2024-01-19
Atlético Madrid,1861.97692871,2024-01-19
Leverkusen,1860.61303711,2024-01-19
Juventus,1856.2331543,2024-01-19
Aston Villa,1851.99084473,2024-01-19
Dortmund,1845.26281738,2024-01-19
Milan,1839.90612793,2024-01-19
Tottenham,1837.90356445,2024-01-19
RB Leipzig,1833.24108887,2024-01-19
Brighton,1821.91955566,2024-01-19
Real Sociedad,1814.06481934,2024-01-19
Napoli,1811.75231934,2024-01-19
West Ham,1807.64331055,2024-01-19
Newcastle Utd,1794.07983398,2024-01-19
Manchester Utd,1787.66223145,2024-01-19
Girona,1787.27832031,2024-01-19
Chelsea,1782.65185547,2024-01-19
Athletic Club,1780.42407227,2024-01-19
Atalanta,1775.59460449,2024-01-19
Lazio,1772.29516602,2024-01-19
Roma,1761.17553711,2024-01-19
Fiorentina,1748.97021484,2024-01-19
Lens,1747.85083008,2024-01-19
Brentford,1740.87280273,2024-01-19
Wolves,1738.7824707,2024-01-19
Marseille,1736.01574707,2024-01-19
Betis,1732.55224609,2024-01-19
Lille,1729.11901855,2024-01-19
Crystal Palace,1723.28771973,2024-01-19
Everton,1723.22888184,2024-01-19
Eint Frankfurt,1719.44665527,2024-01-19
Bologna,1718.80834961,2024-01-19
Freiburg,1716.22827148,2024-01-19
Stuttgart,1712.90002441,2024-01-19
Nice,1712.37341309,2024-01-19
Fulham,1712.23754883,2024-01-19
Bournemouth,1711.87463379,2024-01-19
Torino,1707.78710938,2024-01-19
Rennes,1706.15527344,2024-01-19
Valencia,1704.63366699,2024-01-19
Monaco,1699.93103027,2024-01-19
Villarreal,1692.3684082,2024-01-19
Getafe,1677.2467041,2024-01-19
Gladbach,1675.74267578,2024-01-19
Wolfsburg,1675.50134277,2024-01-19
Brest,1671.26647949,2024-01-19
Nott'ham Forest,1669.92553711,2024-01-19
Sevilla,1669.52185059,2024-01-19
Monza,1665.35949707,2024-01-19
Hoffenheim,1662.83703613,2024-01-19
Rayo Vallecano,1655.3704834,2024-01-19
Reims,1653.56140137,2024-01-19
Union Berlin,1653.47363281,2024-01-19
Osasuna,1653.19152832,2024-01-19
Burnley,1647.2545166,2024-01-19
Udinese,1646.49365234,2024-01-19
Mallorca,1642.19702148,2024-01-19
Lyon,1639.35205078,2024-01-19
Las Palmas,1638.79187012,2024-01-19
Celta Vigo,1638.50878906,2024-01-19
Strasbourg,1636.72521973,2024-01-19
Mainz 05,1635.40551758,2024-01-19
Sassuolo,1627.01147461,2024-01-19
Genoa,1624.70141602,2024-01-19
Montpellier,1623.35974121,2024-01-19
Werder Bremen,1615.53894043,2024-01-19
Bochum,1615.05200195,2024-01-19
Köln,1612.78308105,2024-01-19
Alavés,1609.08728027,2024-01-19
Luton Town,1607.40991211,2024-01-19
Toulouse,1603.46191406,2024-01-19
Cádiz,1602.70361328,2024-01-19
Augsburg,1602.23962402,2024-01-19
Lecce,1601.7097168,2024-01-19
Heidenheim,1597.34069824,2024-01-19
Hellas Verona,1590.12731934,2024-01-19
Frosinone,1582.77734375,2024-01-19
Sheffield Utd,1580.94262695,2024-01-19
Cagliari,1574.66564941,2024-01-19
Empoli,1573.4744873,2024-01-19
Granada,1571.76794434,2024-01-19
Salernitana,1568.87365723,2024-01-19
Clermont Foot,1567.04870605,2024-01-19
Le Havre,1562.08422852,2024-01-19
Almería,1555.22729492,2024-01-19
Lorient,1545.23156738,2024-01-19
Metz,1544.8996582,2024-01-19
Nantes,1544.64294434,2024-01-19
Darmstadt 98,1531.80480957,2024-01-19
Manchester City,2045.65881348,2024-01-20
Real Madrid,1968.71606445,2024-01-20
Bayern Munich,1964.86169434,2024-01-20
Liverpool,1943.99243164,2024-01-20
Inter,1940.27954102,2024-01-20
Arsenal,1910.52770996,2024-01-20
Paris S-G,1881.8013916,2024-01-20
Barcelona,1863.40563965,2024-01-20
Atlético Madrid,1861.97692871,2024-01-20
Leverkusen,1860.61303711,2024-01-20
Juventus,1856.2331543,2024-01-20
Aston Villa,1851.99084473,2024-01-20
Dortmund,1845.26281738,2024-01-20
Milan,1839.90612793,2024-01-20
Tottenham,1837.90356445,2024-01-20
RB Leipzig,1833.24108887,2024-01-20
Brighton,1821.91955566,2024-01-20
Real Sociedad,1814.06481934,2024-01-20
Napoli,1811.75231934,2024-01-20
West Ham,1807.64331055,2024-01-20
Newcastle Utd,1794.07983398,2024-01-20
Manchester Utd,1787.66223145,2024-01-20
Girona,1787.27832031,2024-01-20
Chelsea,1782.65185547,2024-01-20
Athletic Club,1780.42407227,2024-01-20
Atalanta,1775.59460449,2024-01-20
Lazio,1772.29516602,2024-01-20
Roma,1761.17553711,2024-01-20
Fiorentina,1748.97021484,2024-01-20
Lens,1747.85083008,2024-01-20
Brentford,1740.87280273,2024-01-20
Wolves,1738.7824707,2024-01-20
Marseille,1736.01574707,2024-01-20
Betis,1732.55224609,2024-01-20
Lille,1729.11901855,2024-01-20
Crystal Palace,1723.28771973,2024-01-20
Everton,1723.22888184,2024-01-20
Eint Frankfurt,1719.44665527,2024-01-20
Bologna,1718.80834961,2024-01-20
Freiburg,1716.22827148,2024-01-20
Stuttgart,1712.90002441,2024-01-20
Nice,1712.37341309,2024-01-20
Fulham,1712.23754883,2024-01-20
Bournemouth,1711.87463379,2024-01-20
Torino,1707.78710938,2024-01-20
Rennes,1706.15527344,2024-01-20
Valencia,1704.63366699,2024-01-20
Monaco,1699.93103027,2024-01-20
Villarreal,1692.3684082,2024-01-20
Getafe,1677.2467041,2024-01-20
Gladbach,1675.74267578,2024-01-20
Wolfsburg,1675.50134277,2024-01-20
Brest,1671.26647949,2024-01-20
Nott'ham Forest,1669.92553711,2024-01-20
Sevilla,1669.52185059,2024-01-20
Monza,1665.35949707,2024-01-20
Hoffenheim,1662.83703613,2024-01-20
Rayo Vallecano,1655.3704834,2024-01-20
Reims,1653.56140137,2024-01-20
Union Berlin,1653.47363281,2024-01-20
Osasuna,1653.19152832,2024-01-20
Burnley,1647.2545166,2024-01-20
Udinese,1646.49365234,2024-01-20
Mallorca,1642.19702148,2024-01-20
Lyon,1639.35205078,2024-01-20
Las Palmas,1638.79187012,2024-01-20
Celta Vigo,1638.50878906,2024-01-20
Strasbourg,1636.72521973,2024-01-20
Mainz 05,1635.40551758,2024-01-20
Sassuolo,1627.01147461,2024-01-20
Genoa,1624.70141602,2024-01-20
Montpellier,1623.35974121,2024-01-20
Werder Bremen,1615.53894043,2024-01-20
Alavés,1615.16503906,2024-01-20
Bochum,1615.05200195,2024-01-20
Köln,1612.78308105,2024-01-20
Luton Town,1607.40991211,2024-01-20
Toulouse,1603.46191406,2024-01-20
Augsburg,1602.23962402,2024-01-20
Lecce,1601.7097168,2024-01-20
Heidenheim,1597.34069824,2024-01-20
Cádiz,1596.62597656,2024-01-20
Hellas Verona,1590.12731934,2024-01-20
Frosinone,1582.77734375,2024-01-20
Sheffield Utd,1580.94262695,2024-01-20
Cagliari,1574.66564941,2024-01-20
Empoli,1573.4744873,2024-01-20
Granada,1571.76794434,2024-01-20
Salernitana,1568.87365723,2024-01-20
Clermont Foot,1567.04870605,2024-01-20
Le Havre,1562.08422852,2024-01-20
Almería,1555.22729492,2024-01-20
Lorient,1545.23156738,2024-01-20
Metz,1544.8996582,2024-01-20
Nantes,1544.64294434,2024-01-20
Darmstadt 98,1531.80480957,2024-01-20
Manchester City,2045.65881348,2024-01-21
Real Madrid,1968.71606445,2024-01-21
Bayern Munich,1964.86169434,2024-01-21
Liverpool,1943.99243164,2024-01-21
Inter,1940.27954102,2024-01-21
Arsenal,1916.80566406,2024-01-21
Paris S-G,1881.8013916,2024-01-21
Leverkusen,1869.59094238,2024-01-21
Barcelona,1863.40563965,2024-01-21
Atlético Madrid,1861.97692871,2024-01-21
Juventus,1856.2331543,2024-01-21
Dortmund,1853.30761719,2024-01-21
Aston Villa,1851.99084473,2024-01-21
Milan,1844.58105469,2024-01-21
Tottenham,1837.90356445,2024-01-21
RB Leipzig,1824.26318359,2024-01-21
Brighton,1821.91955566,2024-01-21
Real Sociedad,1819.74536133,2024-01-21
Napoli,1811.75231934,2024-01-21
West Ham,1807.64331055,2024-01-21
Newcastle Utd,1794.07983398,2024-01-21
Manchester Utd,1787.66223145,2024-01-21
Girona,1787.27832031,2024-01-21
Chelsea,1782.65185547,2024-01-21
Atalanta,1775.59460449,2024-01-21
Athletic Club,1772.40673828,2024-01-21
Lazio,1772.29516602,2024-01-21
Roma,1764.29736328,2024-01-21
Fiorentina,1748.97021484,2024-01-21
Lens,1747.85083008,2024-01-21
Brentford,1745.7833252,2024-01-21
Wolves,1738.7824707,2024-01-21
Marseille,1736.01574707,2024-01-21
Betis,1732.55224609,2024-01-21
Lille,1729.11901855,2024-01-21
Everton,1723.22888184,2024-01-21
Freiburg,1721.21618652,2024-01-21
Bologna,1718.80834961,2024-01-21
Crystal Palace,1717.00976562,2024-01-21
Eint Frankfurt,1716.10693359,2024-01-21
Valencia,1712.65112305,2024-01-21
Nice,1712.37341309,2024-01-21
Fulham,1712.23754883,2024-01-21
Bournemouth,1711.87463379,2024-01-21
Torino,1707.78710938,2024-01-21
Rennes,1706.15527344,2024-01-21
Stuttgart,1704.10949707,2024-01-21
Monaco,1699.93103027,2024-01-21
Villarreal,1688.81665039,2024-01-21
Getafe,1677.2467041,2024-01-21
Gladbach,1675.74267578,2024-01-21
Wolfsburg,1675.1796875,2024-01-21
Brest,1671.26647949,2024-01-21
Sevilla,1669.52185059,2024-01-21
Monza,1665.35949707,2024-01-21
Nott'ham Forest,1665.01501465,2024-01-21
Hoffenheim,1657.84912109,2024-01-21
Las Palmas,1654.01306152,2024-01-21
Reims,1653.56140137,2024-01-21
Union Berlin,1653.47363281,2024-01-21
Osasuna,1653.19152832,2024-01-21
Burnley,1647.2545166,2024-01-21
Mallorca,1645.7487793,2024-01-21
Udinese,1641.81860352,2024-01-21
Rayo Vallecano,1640.14929199,2024-01-21
Lyon,1639.35205078,2024-01-21
Strasbourg,1636.72521973,2024-01-21
Mainz 05,1635.40551758,2024-01-21
Celta Vigo,1632.82836914,2024-01-21
Sassuolo,1627.01147461,2024-01-21
Genoa,1624.70141602,2024-01-21
Bochum,1623.8425293,2024-01-21
Montpellier,1623.35974121,2024-01-21
Werder Bremen,1615.53894043,2024-01-21
Alavés,1615.16503906,2024-01-21
Luton Town,1607.40991211,2024-01-21
Köln,1604.73828125,2024-01-21
Toulouse,1603.46191406,2024-01-21
Augsburg,1602.23962402,2024-01-21
Lecce,1601.7097168,2024-01-21
Heidenheim,1597.66235352,2024-01-21
Cádiz,1596.62597656,2024-01-21
Hellas Verona,1587.00549316,2024-01-21
Frosinone,1582.77734375,2024-01-21
Sheffield Utd,1580.94262695,2024-01-21
Cagliari,1574.66564941,2024-01-21
Empoli,1573.4744873,2024-01-21
Granada,1571.76794434,2024-01-21
Salernitana,1568.87365723,2024-01-21
Clermont Foot,1567.04870605,2024-01-21
Le Havre,1562.08422852,2024-01-21
Almería,1555.22729492,2024-01-21
Lorient,1545.23156738,2024-01-21
Metz,1544.8996582,2024-01-21
Nantes,1544.64294434,2024-01-21
Darmstadt 98,1535.14453125,2024-01-21
Manchester City,2045.65881348,2024-01-22
Real Madrid,1969.39953613,2024-01-22
Liverpool,1951.71911621,2024-01-22
Bayern Munich,1948.53491211,2024-01-22
Inter,1940.27954102,2024-01-22
Arsenal,1916.80566406,2024-01-22
Paris S-G,1881.8013916,2024-01-22
Barcelona,1872.81347656,2024-01-22
Leverkusen,1869.59094238,2024-01-22
Juventus,1862.61108398,2024-01-22
Atlético Madrid,1861.97692871,2024-01-22
Dortmund,1853.30761719,2024-01-22
Aston Villa,1851.99084473,2024-01-22
Milan,1844.58105469,2024-01-22
Tottenham,1837.90356445,2024-01-22
RB Leipzig,1824.26318359,2024-01-22
Brighton,1821.91955566,2024-01-22
Real Sociedad,1819.74536133,2024-01-22
Napoli,1811.75231934,2024-01-22
West Ham,1803.12683105,2024-01-22
Girona,1794.37731934,2024-01-22
Newcastle Utd,1794.07983398,2024-01-22
Manchester Utd,1787.66223145,2024-01-22
Chelsea,1782.65185547,2024-01-22
Atalanta,1775.59460449,2024-01-22
Athletic Club,1772.40673828,2024-01-22
Lazio,1772.29516602,2024-01-22
Roma,1764.29736328,2024-01-22
Fiorentina,1748.97021484,2024-01-22
Lens,1747.85083008,2024-01-22
Brentford,1745.7833252,2024-01-22
Wolves,1738.7824707,2024-01-22
Marseille,1736.01574707,2024-01-22
Lille,1729.11901855,2024-01-22
Everton,1723.22888184,2024-01-22
Betis,1723.14440918,2024-01-22
Freiburg,1721.21618652,2024-01-22
Bologna,1718.80834961,2024-01-22
Crystal Palace,1717.00976562,2024-01-22
Eint Frankfurt,1716.10693359,2024-01-22
Valencia,1712.65112305,2024-01-22
Nice,1712.37341309,2024-01-22
Fulham,1712.23754883,2024-01-22
Torino,1707.78710938,2024-01-22
Rennes,1706.15527344,2024-01-22
Bournemouth,1704.14782715,2024-01-22
Stuttgart,1704.10949707,2024-01-22
Monaco,1699.93103027,2024-01-22
Villarreal,1688.81665039,2024-01-22
Wolfsburg,1675.1796875,2024-01-22
Brest,1671.26647949,2024-01-22
Getafe,1670.35986328,2024-01-22
Nott'ham Forest,1665.01501465,2024-01-22
Gladbach,1664.21887207,2024-01-22
Sevilla,1662.42272949,2024-01-22
Osasuna,1660.07836914,2024-01-22
Hoffenheim,1657.84912109,2024-01-22
Las Palmas,1654.01306152,2024-01-22
Reims,1653.56140137,2024-01-22
Union Berlin,1653.47363281,2024-01-22
Monza,1649.61010742,2024-01-22
Burnley,1647.2545166,2024-01-22
Mallorca,1645.7487793,2024-01-22
Udinese,1641.81860352,2024-01-22
Rayo Vallecano,1640.14929199,2024-01-22
Lyon,1639.35205078,2024-01-22
Strasbourg,1636.72521973,2024-01-22
Mainz 05,1635.40551758,2024-01-22
Genoa,1632.92590332,2024-01-22
Celta Vigo,1632.82836914,2024-01-22
Werder Bremen,1631.86572266,2024-01-22
Sassuolo,1627.01147461,2024-01-22
Bochum,1623.8425293,2024-01-22
Montpellier,1623.35974121,2024-01-22
Alavés,1615.16503906,2024-01-22
Augsburg,1613.76342773,2024-01-22
Luton Town,1607.40991211,2024-01-22
Köln,1604.73828125,2024-01-22
Toulouse,1603.46191406,2024-01-22
Heidenheim,1597.66235352,2024-01-22
Cádiz,1596.62597656,2024-01-22
Lecce,1595.33166504,2024-01-22
Frosinone,1591.8692627,2024-01-22
Empoli,1589.22375488,2024-01-22
Hellas Verona,1587.00549316,2024-01-22
Sheffield Utd,1585.45910645,2024-01-22
Granada,1571.76794434,2024-01-22
Clermont Foot,1567.04870605,2024-01-22
Cagliari,1565.57373047,2024-01-22
Le Havre,1562.08422852,2024-01-22
Salernitana,1560.64916992,2024-01-22
Almería,1554.54382324,2024-01-22
Lorient,1545.23156738,2024-01-22
Metz,1544.8996582,2024-01-22
Nantes,1544.64294434,2024-01-22
Darmstadt 98,1535.14453125,2024-01-22
Manchester City,2045.65881348,2024-01-26
Real Madrid,1969.39953613,2024-01-26
Liverpool,1951.71911621,2024-01-26
Bayern Munich,1950.01818848,2024-01-26
Inter,1940.27954102,2024-01-26
Arsenal,1916.80566406,2024-01-26
Paris S-G,1881.8013916,2024-01-26
Barcelona,1872.81347656,2024-01-26
Leverkusen,1869.59094238,2024-01-26
Atlético Madrid,1865.13330078,2024-01-26
Juventus,1862.61108398,2024-01-26
Dortmund,1853.30761719,2024-01-26
Aston Villa,1851.99084473,2024-01-26
Milan,1844.58105469,2024-01-26
Tottenham,1837.90356445,2024-01-26
RB Leipzig,1824.26318359,2024-01-26
Real Sociedad,1819.74536133,2024-01-26
Brighton,1818.07800293,2024-01-26
Napoli,1811.75231934,2024-01-26
West Ham,1803.12683105,2024-01-26
Girona,1794.37731934,2024-01-26
Newcastle Utd,1794.07983398,2024-01-26
Manchester Utd,1787.66223145,2024-01-26
Chelsea,1782.65185547,2024-01-26
Atalanta,1775.59460449,2024-01-26
Athletic Club,1772.40673828,2024-01-26
Lazio,1772.29516602,2024-01-26
Roma,1764.29736328,2024-01-26
Fiorentina,1748.97021484,2024-01-26
Lens,1747.85083008,2024-01-26
Brentford,1745.7833252,2024-01-26
Wolves,1742.62402344,2024-01-26
Marseille,1736.01574707,2024-01-26
Lille,1729.11901855,2024-01-26
Everton,1723.22888184,2024-01-26
Betis,1723.14440918,2024-01-26
Freiburg,1721.21618652,2024-01-26
Bologna,1718.80834961,2024-01-26
Crystal Palace,1717.00976562,2024-01-26
Eint Frankfurt,1716.10693359,2024-01-26
Valencia,1712.65112305,2024-01-26
Nice,1712.37341309,2024-01-26
Fulham,1712.23754883,2024-01-26
Torino,1707.78710938,2024-01-26
Rennes,1706.15527344,2024-01-26
Bournemouth,1704.14782715,2024-01-26
Stuttgart,1704.10949707,2024-01-26
Monaco,1699.93103027,2024-01-26
Villarreal,1688.81665039,2024-01-26
Wolfsburg,1675.1796875,2024-01-26
Brest,1671.26647949,2024-01-26
Getafe,1670.35986328,2024-01-26
Nott'ham Forest,1665.01501465,2024-01-26
Gladbach,1664.21887207,2024-01-26
Sevilla,1662.42272949,2024-01-26
Osasuna,1660.07836914,2024-01-26
Hoffenheim,1657.84912109,2024-01-26
Las Palmas,1654.01306152,2024-01-26
Reims,1653.56140137,2024-01-26
Union Berlin,1651.99047852,2024-01-26
Monza,1649.61010742,2024-01-26
Burnley,1647.2545166,2024-01-26
Mallorca,1645.7487793,2024-01-26
Udinese,1641.81860352,2024-01-26
Rayo Vallecano,1640.14929199,2024-01-26
Lyon,1639.35205078,2024-01-26
Strasbourg,1636.72521973,2024-01-26
Mainz 05,1635.40551758,2024-01-26
Genoa,1632.92590332,2024-01-26
Celta Vigo,1632.82836914,2024-01-26
Werder Bremen,1631.86572266,2024-01-26
Sassuolo,1627.01147461,2024-01-26
Bochum,1623.8425293,2024-01-26
Montpellier,1623.35974121,2024-01-26
Alavés,1615.16503906,2024-01-26
Augsburg,1613.76342773,2024-01-26
Luton Town,1607.40991211,2024-01-26
Köln,1604.73828125,2024-01-26
Toulouse,1603.46191406,2024-01-26
Heidenheim,1597.66235352,2024-01-26
Cádiz,1596.62597656,2024-01-26
Lecce,1595.33166504,2024-01-26
Frosinone,1591.8692627,2024-01-26
Empoli,1589.22375488,2024-01-26
Hellas Verona,1587.00549316,2024-01-26
Sheffield Utd,1585.45910645,2024-01-26
Granada,1568.61157227,2024-01-26
Clermont Foot,1567.04870605,2024-01-26
Cagliari,1565.57373047,2024-01-26
Le Havre,1562.08422852,2024-01-26
Salernitana,1560.64916992,2024-01-26
Almería,1554.54382324,2024-01-26
Lorient,1545.23156738,2024-01-26
Metz,1544.8996582,2024-01-26
Nantes,1544.64294434,2024-01-26
Darmstadt 98,1535.14453125,2024-01-26
Manchester City,2045.65881348,2024-01-27
Real Madrid,1969.39953613,2024-01-27
Liverpool,1951.71911621,2024-01-27
Bayern Munich,1950.01818848,2024-01-27
Inter,1940.27954102,2024-01-27
Arsenal,1916.80566406,2024-01-27
Paris S-G,1881.8013916,2024-01-27
Barcelona,1872.81347656,2024-01-27
Leverkusen,1869.59094238,2024-01-27
Atlético Madrid,1865.13330078,2024-01-27
Juventus,1862.61108398,2024-01-27
Dortmund,1853.30761719,2024-01-27
Aston Villa,1851.99084473,2024-01-27
Milan,1844.58105469,2024-01-27
Tottenham,1837.90356445,2024-01-27
RB Leipzig,1824.26318359,2024-01-27
Real Sociedad,1819.74536133,2024-01-27
Brighton,1818.07800293,2024-01-27
Napoli,1811.75231934,2024-01-27
West Ham,1803.12683105,2024-01-27
Girona,1794.37731934,2024-01-27
Newcastle Utd,1794.07983398,2024-01-27
Manchester Utd,1787.66223145,2024-01-27
Chelsea,1782.65185547,2024-01-27
Atalanta,1775.59460449,2024-01-27
Athletic Club,1772.40673828,2024-01-27
Lazio,1772.29516602,2024-01-27
Roma,1764.29736328,2024-01-27
Fiorentina,1748.97021484,2024-01-27
Lens,1747.85083008,2024-01-27
Brentford,1745.7833252,2024-01-27
Wolves,1742.62402344,2024-01-27
Marseille,1736.01574707,2024-01-27
Lille,1729.11901855,2024-01-27
Everton,1723.22888184,2024-01-27
Betis,1723.14440918,2024-01-27
Freiburg,1721.21618652,2024-01-27
Eint Frankfurt,1720.60021973,2024-01-27
Bologna,1718.80834961,2024-01-27
Crystal Palace,1717.00976562,2024-01-27
Torino,1713.82556152,2024-01-27
Rennes,1713.68408203,2024-01-27
Valencia,1712.65112305,2024-01-27
Nice,1712.37341309,2024-01-27
Fulham,1712.23754883,2024-01-27
Bournemouth,1704.14782715,2024-01-27
Stuttgart,1704.10949707,2024-01-27
Monaco,1699.93103027,2024-01-27
Villarreal,1688.81665039,2024-01-27
Wolfsburg,1675.1796875,2024-01-27
Brest,1671.26647949,2024-01-27
Getafe,1670.35986328,2024-01-27
Nott'ham Forest,1665.01501465,2024-01-27
Gladbach,1664.21887207,2024-01-27
Sevilla,1662.42272949,2024-01-27
Osasuna,1660.07836914,2024-01-27
Hoffenheim,1657.84912109,2024-01-27
Las Palmas,1654.01306152,2024-01-27
Reims,1653.56140137,2024-01-27
Union Berlin,1651.99047852,2024-01-27
Monza,1649.61010742,2024-01-27
Burnley,1647.2545166,2024-01-27
Mallorca,1645.7487793,2024-01-27
Udinese,1641.81860352,2024-01-27
Rayo Vallecano,1640.14929199,2024-01-27
Strasbourg,1636.72521973,2024-01-27
Genoa,1632.92590332,2024-01-27
Celta Vigo,1632.82836914,2024-01-27
Werder Bremen,1631.86572266,2024-01-27
Lyon,1631.82312012,2024-01-27
Mainz 05,1630.91223145,2024-01-27
Alavés,1629.90112305,2024-01-27
Sassuolo,1627.01147461,2024-01-27
Bochum,1623.8425293,2024-01-27
Montpellier,1623.35974121,2024-01-27
Augsburg,1613.76342773,2024-01-27
Luton Town,1607.40991211,2024-01-27
Köln,1604.73828125,2024-01-27
Toulouse,1603.46191406,2024-01-27
Heidenheim,1597.66235352,2024-01-27
Cádiz,1596.62597656,2024-01-27
Lecce,1595.33166504,2024-01-27
Frosinone,1591.8692627,2024-01-27
Empoli,1589.22375488,2024-01-27
